-12.000000, +50.000000
-12.000000, +51.000000
-12.000000, +52.000000
-12.000000, +53.000000
-12.000000, +54.000000
-12.000000, +55.000000
-12.000000, +56.000000
-12.000000, +57.000000
-12.000000, +58.000000
-12.000000, +59.000000
-12.000000, +60.000000
-11.000000, +50.000000
-11.000000, +51.000000
-11.000000, +52.000000
-11.000000, +53.000000
-11.000000, +54.000000
-11.000000, +55.000000
-11.000000, +56.000000
-11.000000, +57.000000
-11.000000, +58.000000
-11.000000, +59.000000
-11.000000, +60.000000
-10.000000, +50.000000
-10.000000, +51.000000
-10.000000, +52.000000
-10.000000, +53.000000
-10.000000, +54.000000
-10.000000, +55.000000
-10.000000, +56.000000
-10.000000, +57.000000
-10.000000, +58.000000
-10.000000, +59.000000
-10.000000, +60.000000
-09.000000, +50.000000
-09.000000, +51.000000
-09.000000, +52.000000
-09.000000, +53.000000
-09.000000, +54.000000
-09.000000, +55.000000
-09.000000, +56.000000
-09.000000, +57.000000
-09.000000, +58.000000
-09.000000, +59.000000
-09.000000, +60.000000
-08.000000, +50.000000
-08.000000, +51.000000
-08.000000, +52.000000
-08.000000, +53.000000
-08.000000, +54.000000
-08.000000, +55.000000
-08.000000, +56.000000
-08.000000, +57.000000
-08.000000, +58.000000
-08.000000, +59.000000
-08.000000, +60.000000
-07.000000, +50.000000
-07.000000, +51.000000
-07.000000, +52.000000
-07.000000, +53.000000
-07.000000, +54.000000
-07.000000, +55.000000
-07.000000, +56.000000
-07.000000, +57.000000
-07.000000, +58.000000
-07.000000, +59.000000
-07.000000, +60.000000
-06.000000, +50.000000
-06.000000, +51.000000
-06.000000, +52.000000
-06.000000, +53.000000
-06.000000, +54.000000
-06.000000, +55.000000
-06.000000, +56.000000
-06.000000, +57.000000
-06.000000, +58.000000
-06.000000, +59.000000
-06.000000, +60.000000
-05.000000, +50.000000
-05.000000, +51.000000
-05.000000, +52.000000
-05.000000, +53.000000
-05.000000, +54.000000
-05.000000, +55.000000
-05.000000, +56.000000
-05.000000, +57.000000
-05.000000, +58.000000
-05.000000, +59.000000
-05.000000, +60.000000
-04.000000, +50.000000
-04.000000, +51.000000
-04.000000, +52.000000
-04.000000, +53.000000
-04.000000, +54.000000
-04.000000, +55.000000
-04.000000, +56.000000
-04.000000, +57.000000
-04.000000, +58.000000
-04.000000, +59.000000
-04.000000, +60.000000
-03.000000, +50.000000
-03.000000, +51.000000
-03.000000, +52.000000
-03.000000, +53.000000
-03.000000, +54.000000
-03.000000, +55.000000
-03.000000, +56.000000
-03.000000, +57.000000
-03.000000, +58.000000
-03.000000, +59.000000
-03.000000, +60.000000
-02.000000, +50.000000
-02.000000, +51.000000
-02.000000, +52.000000
-02.000000, +53.000000
-02.000000, +54.000000
-02.000000, +55.000000
-02.000000, +56.000000
-02.000000, +57.000000
-02.000000, +58.000000
-02.000000, +59.000000
-02.000000, +60.000000
-01.000000, +50.000000
-01.000000, +51.000000
-01.000000, +52.000000
-01.000000, +53.000000
-01.000000, +54.000000
-01.000000, +55.000000
-01.000000, +56.000000
-01.000000, +57.000000
-01.000000, +58.000000
-01.000000, +59.000000
-01.000000, +60.000000
-00.000000, +50.000000
-00.000000, +51.000000
-00.000000, +52.000000
-00.000000, +53.000000
-00.000000, +54.000000
-00.000000, +55.000000
-00.000000, +56.000000
-00.000000, +57.000000
-00.000000, +58.000000
-00.000000, +59.000000
-00.000000, +60.000000
+01.000000, +50.000000
+01.000000, +51.000000
+01.000000, +52.000000
+01.000000, +53.000000
+01.000000, +54.000000
+01.000000, +55.000000
+01.000000, +56.000000
+01.000000, +57.000000
+01.000000, +58.000000
+01.000000, +59.000000
+01.000000, +60.000000
+02.000000, +50.000000
+02.000000, +51.000000
+02.000000, +52.000000
+02.000000, +53.000000
+02.000000, +54.000000
+02.000000, +55.000000
+02.000000, +56.000000
+02.000000, +57.000000
+02.000000, +58.000000
+02.000000, +59.000000
+02.000000, +60.000000










